filename,width,height,class,xmin,ymin,xmax,ymax
File00345_jpg.rf.450d2c13bf388436ab18c891b1b3d7b2.jpg,400,336,Bulldog,9,92,74,102
File00318_jpg.rf.49e451d864410e10984ed921070e646b.jpg,400,400,Frazier,9,159,390,221
File00399_jpg.rf.46202db78b74491dc1600929fb66e59f.jpg,300,295,Castroviejo,57,79,300,125
File00399_jpg.rf.46202db78b74491dc1600929fb66e59f.jpg,300,295,Castroviejo,11,212,287,242
File00374_jpg.rf.4a426ed3f4d12434124b984f6008ca88.jpg,640,640,Frazier,48,76,594,565
File00351_jpg.rf.505244b074a249f7aa26a48f693fbdc1.jpg,400,400,Castroviejo,30,57,192,150
File00351_jpg.rf.505244b074a249f7aa26a48f693fbdc1.jpg,400,400,Castroviejo,14,58,371,321
File00351_jpg.rf.505244b074a249f7aa26a48f693fbdc1.jpg,400,400,Castroviejo,207,215,378,371
File00392_jpg.rf.5647556fa28c35aaf4dbb36de6e5371f.jpg,264,191,Hemostat,152,66,252,189
File00392_jpg.rf.5647556fa28c35aaf4dbb36de6e5371f.jpg,264,191,Scalpel,11,7,232,191
File00380_jpg.rf.5ab8dfe562e8a667d9579803ff06f805.jpg,400,400,Mayo_metz,30,101,370,326
File00379_jpg.rf.63d7553910a83d283f3000c5532bafd8.jpg,500,500,Forceps,223,1,273,498
File00390_jpg.rf.624dd915ee35641b0755e5517f989da6.jpg,400,400,Castroviejo,57,43,333,364
File00306_jpg.rf.6752617479a6f76178de4c2cca7d3b17.jpg,400,400,Richardson,43,39,368,358
File00398_jpg.rf.6b50cb6e2e4f407aa95911396ac2514e.jpg,400,400,Weitlaner,23,67,246,236
File00398_jpg.rf.6b50cb6e2e4f407aa95911396ac2514e.jpg,400,400,Weitlaner,157,163,375,322
File00330_jpg.rf.6f56fa0da612f8aad21742ef0e589329.jpg,400,400,Hemostat,21,59,190,310
File00330_jpg.rf.6f56fa0da612f8aad21742ef0e589329.jpg,400,400,Hemostat,186,96,366,357
File00325_jpg.rf.6ff0746d01fe608f86739bd1d53d015c.jpg,380,400,Frazier,51,13,332,369
File00385_jpg.rf.75466612d11f440d1dcc89a062fdb867.jpg,640,451,Frazier,20,30,443,407
File00317_jpg.rf.761b44959869d0c810651dc3f07e57c9.jpg,1000,1000,Castroviejo,2,102,392,338
File00317_jpg.rf.761b44959869d0c810651dc3f07e57c9.jpg,1000,1000,Castroviejo,13,13,867,695
File00317_jpg.rf.761b44959869d0c810651dc3f07e57c9.jpg,1000,1000,Castroviejo,83,220,987,860
File00317_jpg.rf.761b44959869d0c810651dc3f07e57c9.jpg,1000,1000,Castroviejo,663,595,1000,878
File00341_jpg.rf.7a2972d1d6eaa0d5c44817424afa4c50.jpg,400,400,Forceps,0,85,179,132
File00341_jpg.rf.7a2972d1d6eaa0d5c44817424afa4c50.jpg,400,400,Forceps,9,168,397,215
File00341_jpg.rf.7a2972d1d6eaa0d5c44817424afa4c50.jpg,400,400,Forceps,36,248,373,305
File00341_jpg.rf.7a2972d1d6eaa0d5c44817424afa4c50.jpg,400,400,Forceps,237,316,400,397
File00365_jpg.rf.7d0361f339edb8e9b24518012aac8902.jpg,400,243,Frazier,80,167,327,219
File00315_jpg.rf.8063d5dc4ee5ed5853db511758c1c0c3.jpg,400,135,Yankauer,9,3,390,130
File00303_jpg.rf.7e1142614e251f7082d37e6af42de1f2.jpg,400,400,Castroviejo,12,21,364,360
File00394_jpg.rf.81a75bdee2dffa3179fa523c028c67c5.jpg,800,600,Army_navy,43,208,782,341
File00359_jpg.rf.866191ef9659b338eecd847f8ce6169e.jpg,400,400,Castroviejo,35,103,68,198
File00359_jpg.rf.866191ef9659b338eecd847f8ce6169e.jpg,400,400,Castroviejo,22,66,380,330
File00359_jpg.rf.866191ef9659b338eecd847f8ce6169e.jpg,400,400,Castroviejo,272,221,400,288
File00382_jpg.rf.86ea323e839dc3d8f81ec0104e010c16.jpg,1000,1000,Yankauer,113,103,811,848
File00382_jpg.rf.86ea323e839dc3d8f81ec0104e010c16.jpg,1000,1000,Yankauer,216,180,914,928
File00396_jpg.rf.8d0a0a9972a4028507e5dccbe014d43e.jpg,640,282,Yankauer,1,44,636,260
File00335_jpg.rf.91d7957441c4a3d27ee26421b1e39a82.jpg,640,606,Towel_clip,3,16,624,594
File00335_jpg.rf.91d7957441c4a3d27ee26421b1e39a82.jpg,640,606,Towel_clip,319,457,640,606
File00335_jpg.rf.91d7957441c4a3d27ee26421b1e39a82.jpg,640,606,Towel_clip,2,6,311,187
File00326_jpg.rf.9cf1ddcfa1a2aa25b4cd50667504d8b7.jpg,400,266,Forceps,18,116,379,163
File00304_jpg.rf.9593a9d6334db70319a05ca6d09bf748.jpg,480,640,Hemostat,148,29,344,640
File00301_jpg.rf.9d159d766facc00639d6fb479122190e.jpg,400,396,Bulldog,75,28,329,370
File00310_jpg.rf.a07f0262bea0503a08ca05aed92c1625.jpg,400,377,Richardson,220,60,387,173
File00310_jpg.rf.a07f0262bea0503a08ca05aed92c1625.jpg,400,377,Richardson,46,47,145,373
File00310_jpg.rf.a07f0262bea0503a08ca05aed92c1625.jpg,400,377,Richardson,206,222,388,292
File00336_jpg.rf.a04600f62d591369af4574ae35eb16d2.jpg,1100,1100,Army_navy,154,21,833,1035
File00336_jpg.rf.a04600f62d591369af4574ae35eb16d2.jpg,1100,1100,Army_navy,306,87,946,1073
File00320_jpg.rf.a2f77b27874005d3d7efbfe931130ffa.jpg,600,378,Towel_clip,44,30,566,343
File00334_jpg.rf.a7c3fa7eaf6d3e4b8222afc1c16b9c4c.jpg,248,400,Towel_clip,10,10,237,388
File00332_jpg.rf.a8a0ce384f0b66b9af0859260c83667d.jpg,400,400,Hemostat,8,69,257,258
File00332_jpg.rf.a8a0ce384f0b66b9af0859260c83667d.jpg,400,400,Hemostat,122,152,397,308
File00367_jpg.rf.add99b68fd9f8d4fee0ba3c243ef5a1c.jpg,1000,856,Castroviejo,11,21,994,831
File00328_jpg.rf.bf65972b4488d2b258d584f8dd7b62c3.jpg,640,604,Richardson,329,93,611,267
File00328_jpg.rf.bf65972b4488d2b258d584f8dd7b62c3.jpg,640,604,Richardson,129,81,226,597
File00328_jpg.rf.bf65972b4488d2b258d584f8dd7b62c3.jpg,640,604,Richardson,332,339,618,467
File00370_jpg.rf.c730993b7c65756537353236cbd45c05.jpg,400,400,Forceps,102,20,378,312
File00370_jpg.rf.c730993b7c65756537353236cbd45c05.jpg,400,400,Forceps,59,60,344,352
File00370_jpg.rf.c730993b7c65756537353236cbd45c05.jpg,400,400,Forceps,23,96,307,388
File00348_jpg.rf.d139c2926f091f393a36260e36c873f8.jpg,507,640,Forceps,222,12,281,627
File00347_jpg.rf.d23c497b9bc6c26b82da7fbd04de3ef2.jpg,1024,768,Army_navy,373,341,1004,468
File00347_jpg.rf.d23c497b9bc6c26b82da7fbd04de3ef2.jpg,1024,768,Army_navy,15,227,624,635
File00355_jpg.rf.d2ea4859362750af83a8b2d05be8b610.jpg,331,400,Forceps,168,26,217,353
File00355_jpg.rf.d2ea4859362750af83a8b2d05be8b610.jpg,331,400,Forceps,88,67,136,342
File00375_jpg.rf.d3c3d36012b4a9cb5366990f1ffa5ed4.jpg,1000,1000,Bulldog,153,102,664,760
File00375_jpg.rf.d3c3d36012b4a9cb5366990f1ffa5ed4.jpg,1000,1000,Bulldog,413,165,841,863
File00356_jpg.rf.d43a94645ee8c52b8c7d1ee512209448.jpg,640,480,Yankauer,11,80,575,382
File00343_jpg.rf.d6c195994c710d4383a4764c66058a83.jpg,360,360,Army_navy,89,24,355,317
File00343_jpg.rf.d6c195994c710d4383a4764c66058a83.jpg,360,360,Army_navy,2,47,302,317
File00338_jpg.rf.d818ca5d4b6b878e744f411442fbc305.jpg,400,287,Yankauer,42,6,381,256
File00338_jpg.rf.d818ca5d4b6b878e744f411442fbc305.jpg,400,287,Yankauer,17,30,360,286
File00357_jpg.rf.d6f79c69eaa7e0c5b919e91cc1f2f0fc.jpg,1280,960,Castroviejo,132,419,1108,525
File00323_jpg.rf.d9fd4b9a7d83545cfc00a067f9ac1bf4.jpg,400,400,Yankauer,91,86,372,173
File00323_jpg.rf.d9fd4b9a7d83545cfc00a067f9ac1bf4.jpg,400,400,Yankauer,62,122,350,204
File00323_jpg.rf.d9fd4b9a7d83545cfc00a067f9ac1bf4.jpg,400,400,Yankauer,39,167,339,257
File00323_jpg.rf.d9fd4b9a7d83545cfc00a067f9ac1bf4.jpg,400,400,Yankauer,18,221,321,321
File00349_jpg.rf.dc702ddf1e51b0f8b72f9a3a0103d862.jpg,400,174,Bulldog,33,83,242,121
File00349_jpg.rf.dc702ddf1e51b0f8b72f9a3a0103d862.jpg,400,174,Bulldog,20,127,157,164
File00349_jpg.rf.dc702ddf1e51b0f8b72f9a3a0103d862.jpg,400,174,Bulldog,59,0,390,65
File00349_jpg.rf.dc702ddf1e51b0f8b72f9a3a0103d862.jpg,400,174,Bulldog,43,34,340,110
File00387_jpg.rf.dc3f35f1795e485256302353f82916fc.jpg,576,640,Forceps,124,39,452,604
File00337_jpg.rf.dfb19d55bbbf15b012c4047867d5c8b0.jpg,640,486,Forceps,150,189,638,278
File00353_jpg.rf.e04ef29af5669258605dcd86feb71d1a.jpg,640,427,Mayo_metz,35,116,612,320
File00360_jpg.rf.e0af371cf13052824f4e37cf68e3f57a.jpg,400,400,Weitlaner,14,74,388,338
File00352_jpg.rf.e4034ab89b626c6a1c9b585e5a75ff0f.jpg,400,400,Hemostat,286,145,320,219
File00352_jpg.rf.e4034ab89b626c6a1c9b585e5a75ff0f.jpg,400,400,Hemostat,96,70,321,297
File00352_jpg.rf.e4034ab89b626c6a1c9b585e5a75ff0f.jpg,400,400,Hemostat,63,185,97,258
File00352_jpg.rf.e4034ab89b626c6a1c9b585e5a75ff0f.jpg,400,400,Hemostat,78,108,297,364
File00381_jpg.rf.e42b9cfaa666edf03013c92a0c1ebe20.jpg,400,230,Richardson,26,12,396,212
File00361_jpg.rf.ee1a5d51db1ea779128d039d9ae60d46.jpg,400,330,Frazier,3,23,395,321
File00400_jpg.rf.ef28c2cb8c84ea08389db127b7384271.jpg,640,480,Frazier,142,116,623,240
File00400_jpg.rf.ef28c2cb8c84ea08389db127b7384271.jpg,640,480,Frazier,115,152,615,287
File00400_jpg.rf.ef28c2cb8c84ea08389db127b7384271.jpg,640,480,Frazier,89,190,611,347
File00400_jpg.rf.ef28c2cb8c84ea08389db127b7384271.jpg,640,480,Frazier,39,247,603,417
File00350_jpg.rf.f5ec749dc40cdfaf77a753dd9b128309.jpg,640,360,Yankauer,3,55,638,326
File00368_jpg.rf.f619301cbadb0b23df9b7f9df6257403.jpg,1000,735,Hemostat,17,5,352,710
File00384_jpg.rf.fb8db8514144eca1bbc1255365597119.jpg,400,256,Weitlaner,61,39,333,227
File00376_jpg.rf.fbf0ad8b61ce6cff1e4d280e75bc11e9.jpg,300,400,Yankauer,168,34,244,400
File00305_jpg.rf.fd4f7f3cccad0b06bc0e8bfaae7562eb.jpg,400,400,Frazier,9,73,382,369
File00305_jpg.rf.fd4f7f3cccad0b06bc0e8bfaae7562eb.jpg,400,400,Frazier,6,61,229,115
File00383_jpg.rf.fda6171c462ce906e68a2309db183149.jpg,400,400,Castroviejo,51,49,95,191
File00383_jpg.rf.fda6171c462ce906e68a2309db183149.jpg,400,400,Castroviejo,13,29,340,337
File00383_jpg.rf.fda6171c462ce906e68a2309db183149.jpg,400,400,Iris,107,117,393,362
File00383_jpg.rf.fda6171c462ce906e68a2309db183149.jpg,400,400,Iris,253,259,399,356
